Taxon	72v3.B	60v2.B	11v2.B	75v3.A	36v5.A	70v4.B	219v4.A	76v5.A	190v5.B	61v2.A	9v5.A	20v4.A	86v3.A	82v4.B	82v2.B	14v3.A	195v4.A	190v2.B	60v5.B	143v4.A	195v5.A	20v2.A	85v3.A	99v3.B	37v2.A	29v2.B	12v2.B	12v3.B	20v3.A	2v5.A	56v4.B	51v4.B	195v3.A	28v5.A	36v4.A	29v3.B	97v4.A	77v2.A	182v5.B	73v2.B	80v3.B	31v5.A	61v3.A	9v4.A	204v4.B	16v3.B	18v2.A	193v3.B	221v4.B	33v4.B	204v5.B	31v2.A	193v2.B	48v5.A	16v5.B	97v5.A	40v5.B	75v5.A	17v3.A	85v4.A	13v4.A	44v3.B	13v5.A	55v2.A	182v4.B	80v4.B	55v5.A	54v2.B	7v5.A	54v3.B	77v3.A	17v5.A	78v5.B	204v3.B	2v2.A	129v4.A	84v5.A	79v2.B	34v2.B	91v5.A	116v5.A	84v4.A	9v3.A	30v3.B	99v2.B	36v2.A	73v5.B	2v4.A	143v3.A	4v5.A	89v5.B	71v2.B	78v2.B	11v4.B	73v3.B	18v3.A	18v5.A	120v4.A	193v4.B	15v4.A	219v5.A	34v5.B	60v3.B	97v3.A	22v2.A	19v3.B	37v4.A	120v2.A	72v2.B	78v4.B	16v2.B	76v4.A	84v3.A	108v3.B	28v2.A	14v2.A	90v3.A	79v3.B	61v4.A	22v5.A	190v4.B	89v2.B	17v2.A	31v4.A	116v4.A	64v2.A	15v3.A	11v5.B	7v4.A	78v3.B	12v5.B	108v2.B	89v4.B	221v2.B	6v4.B	80v2.B.A48	29v4.B	116v2.A	85v5.A	91v3.A	30v4.B	129v5.A	4v2.A	221v5.B	26v2.B	28v4.A	60v4.B	55v3.A	28v3.A	33v2.B	7v2.A	54v4.B	70v5.B	2v3.A	91v4.A	64v4.A	76v2.A	71v4.B	90v2.A	51v5.B	26v4.B	34v3.B	97v2.A	26v3.B	5v5.B	44v2.B	56v5.B	18v4.A	16v4.B	5v4.B	129v3.A	70v3.B	73v4.B	72v5.B	193v5.B	9v2.A	86v2.A	30v2.B	71v3.B	108v4.B	40v2.B	40v3.B	86v5.A	31v3.A	6v2.B	13v2.A	77v5.A	14v5.A	72v4.B	56v3.B	56v2.B	36v3.A	34v4.B	75v4.A	6v5.B	15v5.A	4v3.A	51v3.B	19v5.B	182v2.B	37v5.A	44v5.B	129v2.A	4v4.A	90v4.A	5v3.B	75v2.A	71v5.B	79v4.B	66v5.A	37v3.A	30v5.B	204v2.B	85v2.A	13v3.A	48v4.A	12v4.B	143v2.A	40v4.B	143v5.A	22v4.A	108v5.B	19v2.B	64v3.A	190v3.B	89v3.B	15v2.A	66v4.A	219v3.A	66v2.A	77v4.A	54v5.B	11v3.B	55v4.A	76v3.A	182v3.B	20v5.A	61v5.A	82v3.B	86v4.A	33v5.B	80v5.B	120v5.A	14v4.A	22v3.A	48v2.A	48v3.A	26v5.B	116v3.A	120v3.A	6v3.B	82v5.B	195v2.A	99v5.B	64v5.A	19v4.B	27v2.B	99v4.B	91v2.A	5v2.B	70v2.B	33v3.B	17v4.A	44v4.B	84v2.A	27v3.B	27v4.B	90v5.A	79v5.B	27v5.B	219v2.A	51v2.B	66v3.A	221v3.B	7v3.A	29v5.B
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ActinomycetalesOR; g__ActinomycetalesOR	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	1.2	1.2	1.2	1.8	1.5	3.1	1.2	1.2	1.2	1.2	1.8	1.2	1.2	2.2	3.4	1.2	1.2	1.8	1.2	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	2.2	1.5	1.2	1.8	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.8	1.2	1.2	1.2	2.8	3.2	1.2	1.2	1.5	2.1	1.2	1.2	1.8	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.8	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	4.7	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	2.5	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.2	3.4	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.8	1.2	1.2	1.2	2.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	2.2	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.8	1.2	1.2	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	2.8	2.5	1.2	1.2	1.2	1.2	1.2	1.8	2.5	1.2	1.2	1.2	1.2	1.2	1.5	1.2	1.2	2.2	1.2	1.2	1.2	1.8	1.2	46.1	1.2	1.2	1.2	1.2	1.5	3.4	2.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	2.2	1.2	1.2	1.2	1.2	1.2	2.2	1.2	1.2	1.2	1.2	1.8	1.2	1.2	1.2	1.2	2.2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.8	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.8	1.2	1.2	1.2	1.2
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__MicrococcaceaeFA	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.5	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.9	0.9	0.9	0.9	1.5	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	5.6	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.5	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia	0.9	0.6	0.6	0.9	1.6	0.6	0.6	0.6	5.7	0.6	1.2	0.6	0.9	0.6	0.6	0.6	0.6	1.5	0.6	0.9	0.6	0.6	0.6	1.6	1.9	0.6	0.6	0.6	0.6	3.2	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.9	1.6	0.6	0.6	0.6	0.6	0.6	0.6	1.6	2.5	0.6	0.6	0.6	0.6	0.6	1.2	1.2	0.6	0.6	0.6	4.1	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.9	0.6	0.6	1.2	0.6	0.6	0.6	0.6	1.9	0.6	0.6	0.6	0.6	0.6	0.6	1.5	1.2	2.8	1.2	0.9	0.6	0.9	1.6	0.6	1.3	0.6	0.6	1.8	0.6	0.6	2.2	13.0	0.6	1.2	0.6	0.9	0.6	0.6	0.6	0.6	0.6	3.4	0.6	0.6	0.9	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.9	0.6	0.6	11.7	0.9	0.6	0.6	2.2	0.6	0.6	0.6	0.9	1.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.9	1.2	0.6	0.6	0.9	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	3.5	1.2	1.2	0.6	0.6	0.6	2.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.9	1.8	0.6	0.6	0.6	0.6	0.6	0.6	4.1	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.6	0.6	3.1	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	1.2	0.6	1.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	2.5	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.9	0.6	0.9	0.9	0.6	1.2	0.9	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	1.3	0.6
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiopsaceae; g__NocardiopsaceaeFA	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	3.5	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.9	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	5.4	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.6	0.3	1.0	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	3.2	0.3	0.3	0.3	0.3	0.3	0.3	3.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	2.8	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.9
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__BifidobacteriaceaeFA	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	3.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	5.7	280.1	44.0	108.0	284.7	136.2	5.7	222.3	477.0	104.2	1376.5	20.0	12.3	358.2	169.8	22.8	728.2	21.8	322.9	5.7	464.8	24.7	312.7	99.9	16.8	6.0	14.9	7.6	7.6	1688.9	104.3	91.2	105.2	6.3	80.4	5.7	24.9	413.2	353.7	555.4	23.2	100.3	9.3	51.4	6.6	50.1	8.0	668.8	27.9	12.4	5.7	54.4	222.8	258.9	51.2	17.4	1340.4	29.1	5.7	233.5	11.7	25.9	14.6	414.0	600.2	81.7	47.4	11.7	48.8	24.1	158.1	5.7	12.4	6.3	7.9	677.3	575.1	6.7	2074.6	8.6	111.4	477.2	7.6	12.1	32.9	56.0	323.7	2168.2	6.3	5.7	79.4	15.2	17.8	105.6	2022.9	9.2	65.8	81.6	189.9	10.8	6.0	37.9	409.8	140.1	25.6	17.8	59.8	12.0	6.3	19.0	97.6	45.6	495.7	187.6	5.7	146.6	49.0	8.6	206.3	125.3	1044.1	57.9	5.7	168.4	9.3	37.3	9.6	41.4	49.7	51.7	8.6	85.0	60.4	6.0	103.1	67.4	6.0	5.7	351.0	70.2	43.7	259.3	8.2	58.9	12.0	6.3	330.5	140.3	7.0	94.0	119.6	35.8	202.8	512.4	14.0	150.0	49.9	23.8	5.7	29.5	38.9	9.6	8.9	7.9	21.7	31.9	35.4	10.4	34.5	39.3	6.0	187.1	307.4	6.0	386.9	470.2	6.0	55.7	21.9	98.7	482.4	131.5	7.0	14.3	652.3	6.0	114.5	177.1	6.0	35.1	28.5	30.4	167.1	66.1	202.9	15.8	9.2	76.1	98.4	52.9	46.2	40.8	253.7	6.0	6.6	19.4	73.8	20.6	7.9	107.0	19.7	63.6	5.7	358.2	32.0	385.9	11.7	5.7	354.2	6.0	36.1	218.0	134.8	66.4	250.3	27.9	73.8	56.8	5.7	394.0	239.5	9.2	6.3	187.1	126.2	1134.5	28.8	263.6	499.5	15.8	93.7	32.9	78.6	142.8	125.7	866.2	767.8	139.9	14.3	8.8	16.5	1315.1	162.6	103.1	645.9	228.1	13.6	98.4	24.0	6.0	32.9	7.3	5.7	87.6	2373.3	7.0	60.5	7.6	6.0	15.2	5.7	168.2	31.7	8.3	15.5	10.1
